Message
"MSG,3,,,347385,,2025/11/19,11:19:35.594,2025/11/19,11:19:35.594,ICA347385,7550,135.0,59.0,41.91135,3.33135,,,0,0,0,0"
"MSG,3,,,49526B,,2025/11/19,11:19:35.596,2025/11/19,11:19:35.596,ICA49526B,12725,346.0,78.0,40.94967,-9.48038,,,0,0,0,0"
"MSG,3,,,491471,,2025/11/19,11:19:35.598,2025/11/19,11:19:35.598,ICA491471,2400,85.0,87.0,38.84622,-7.57452,,,0,0,0,0"
"MSG,3,,,400FDB,,2025/11/19,11:19:35.599,2025/11/19,11:19:35.599,G-EZBJ,3325,218.0,327.0,36.45342,-4.22630,,,0,0,0,0"
"MSG,3,,,345095,,2025/11/19,11:19:35.601,2025/11/19,11:19:35.601,ICA345095,4375,100.0,31.0,36.90717,-4.19093,,,0,0,0,0"
"MSG,3,,,348316,,2025/11/19,11:19:35.603,2025/11/19,11:19:35.603,ICA348316,2450,81.0,208.0,36.72912,-3.83743,,,0,0,0,0"
"MSG,3,,,344341,,2025/11/19,11:19:35.605,2025/11/19,11:19:35.605,EC-LTM,5725,231.0,197.0,39.73042,3.00757,,,0,0,0,0"
"MSG,3,,,406A02,,2025/11/19,11:19:35.610,2025/11/19,11:19:35.610,G-EUYS,1600,185.0,125.0,36.80755,-2.40577,,,0,0,0,0"
"MSG,3,,,346182,,2025/11/19,11:19:35.612,2025/11/19,11:19:35.612,ICA346182,14650,213.0,10.0,35.91258,-2.94422,,,0,0,0,0"
"MSG,3,,,4D2287,,2025/11/19,11:19:35.614,2025/11/19,11:19:35.614,ICA4D2287,2800,162.0,3"
"MSG,3,,,4B05D8,,2025/11/19,11:19:35.615,2025/11/19,11:19:35.615,HB-CFO,3901,125.0,133.0,46.99877,7.39405,,,0,0,0,0"
"MSG,3,,,345206,,2025/11/19,11:19:35.616,2025/11/19,11:19:35.616,ICA345206,11700,339.0,233.0,37.26572,-3.84825,,,0,0,0,0"
"MSG,3,,,4952A2,,2025/11/19,11:19:35.618,2025/11/19,11:19:35.618,ICA4952A2,9000,261.0,166.0,38.57017,-9.54712,,,0,0,0,0"
"MSG,3,,,345645,,2025/11/19,11:19:35.619,2025/11/1"
"MSG,3,,,3C6748,,2025/11/19,11:19:35.621,2025/11/19,11:19:35.621,D-AIZH,9625,374.0,152.0,43.47308,-2.58063,,,0,0,0,0"
"MSG,3,,,494110,,2025/11/19,11:19:35.622,2025/11/19,11:19:35.622,ICA494110,4900,197.0,321.0,40.35205,-3.41297,,,0,0,0,0"
"MSG,3,,,48BD04,,2025/11/19,11:19:35.624,2025/11/19,11:19:35.624,ICA48BD04,1535,81.0,207.0,51.16153,19.96975,,,0,0,0,0"
